id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
7108	oophorectomy	-0.0079	-0.7619	4	6	11	7	2016.4286	5	1.3347
7129	open surgery	-0.8953	0.5161	1	16	20	8	2014.75	8.25	1.1096
7161	operative technique	-0.2318	0.7194	6	9	10	6	2012.6667	11	1.3639
7189	orchidopexy	0.3891	-0.7216	4	39	103	75	2013.1467	7.8933	0.9568
7222	osteomyelitis	-1.0303	0.2244	1	4	4	7	2010.8571	5.5714	0.5324
7225	osteosarcoma	-0.4638	0.0906	17	18	28	17	2014.2353	6.1765	0.9491
7227	ostomy	0.2198	0.2714	6	20	28	13	2014.3846	5.4615	0.8359
7235	outcome	-0.2264	-0.1772	2	175	506	247	2014.6478	10.336	1.7611
7248	outpatient	-0.6607	-0.6101	13	8	8	5	2016.2	4.4	0.6348
7277	ovary	0.246	-0.4838	4	35	56	47	2013.8936	12.8298	1.5426
7302	oxidative stress	0.6213	0.1221	4	19	28	23	2012.3913	8	1.0149
7344	pain	-0.7178	0.2157	1	22	43	24	2014.7917	8.4583	1.2464
7365	pancreas	-0.8038	-0.3508	9	32	70	63	2012.1111	10.9683	1.1897
7390	pancreatic pseudocyst	-1.0294	-0.5239	9	5	7	5	2012.2	2.6	0.2452
7455	parenteral nutrition	0.6445	0.3045	10	57	138	68	2014.6324	10.4265	1.5076
7484	patch	-0.7387	0.1155	14	14	22	11	2014.5455	18.7273	2.2211
7491	patent ductus arteriosus	0.7345	-0.0072	16	5	5	5	2013.4	2.8	0.3252
7497	patent processus vaginalis	-0.1428	-0.8936	2	6	14	7	2013.8571	10	1.1829
7501	pathogenesis	0.5574	-0.3483	14	11	13	8	2012.75	8	1.1013
7508	pathology	0.2487	0.1159	7	17	23	12	2014.4167	8.75	1.2985
7521	patient safety	-0.1309	-0.4155	2	11	13	10	2014.7	9.7	1.2249
7557	pectus carinatum	-1.1392	0.1075	1	26	49	28	2015.1429	7.1429	1.0886
7559	pectus excavatum	-0.9819	0.245	1	46	160	107	2014.0654	8.4766	1.3206
7748	peg	-0.4566	0.7407	5	9	30	18	2014.5	9.7778	1.1715
7792	penis	0.2141	-0.8272	8	13	20	8	2011.25	8.375	0.7852
7807	percutaneous	-0.268	0.3579	2	14	14	5	2014.8	5.6	0.8453
7901	peritoneal dialysis	0.2778	0.5774	11	8	12	10	2014.8	4.1	0.4943
7914	peritonitis	0.3315	0.5302	11	10	10	5	2011.8	6	0.5456
7995	phıs	-0.1806	-0.4465	2	11	11	6	2014.8333	10.5	1.3769
8007	pilonidal disease	-0.3234	0.7444	6	8	9	12	2015.5	7.4167	1.9069
8018	placenta	1.1039	0.7061	7	6	10	6	2015.3333	2.3333	0.2853
8048	pleural effusion	-0.1131	0.4363	3	11	12	7	2013	7.1429	0.948
8053	pleuropulmonary blastoma	-0.1644	0.5992	3	7	9	5	2013.4	15.8	2.2251
8057	plication	0.4528	0.9164	7	7	9	6	2015.6667	3.3333	0.6319
8080	pneumoperitoneum	-0.3025	-0.3202	9	21	23	10	2014.1	5.7	0.6187
8081	pneumothorax	-0.399	0.6045	3	16	18	16	2013.875	5.8125	0.7696
8105	polymorphism	0.1828	-0.2466	1	6	7	6	2012.6667	2.8333	0.2783
8144	portal hypertension	-0.6431	-0.3572	9	17	29	19	2012.4737	5.1053	0.4927
8152	portal vein	-0.6136	-0.4651	9	18	25	14	2012.1429	7.4286	0.7232
8169	portosystemic shunt	-0.8087	-0.4965	9	13	13	8	2013.875	6.125	0.6745
8212	posterior urethral valves	0.3153	-0.1939	7	11	12	11	2014.7273	3.8182	0.3623
8224	postoperative	-0.472	0.1212	1	53	75	41	2014.8293	5.122	0.9609
8303	prediction	0.0948	-0.1484	13	18	25	14	2014.2857	8.2857	1.7735
8317	pregnancy	0.4962	-0.736	16	4	4	5	2013.6	2.8	0.4934
8324	premature	0.2287	0.0406	6	82	180	87	2014.3908	10.0805	1.3369
8398	prevalence	0.3308	-0.137	16	10	11	7	2015.1429	8.7143	2.4928
8401	prevention	0.354	0.2352	17	16	19	10	2012.6	14	1.6478
8404	primary anastomosis	0.1932	0.33	6	13	20	8	2014	9.5	2.4848
8405	primary closure	0.1194	-0.7377	14	4	10	5	2016.4	5	0.4884
8421	primary repair	-0.0056	0.956	6	10	13	8	2012.875	9.875	1.1995
8428	probiotics	0.7331	0.3239	17	9	17	10	2014.9	21.6	2.9319
8435	process improvement	-0.7042	-0.8913	2	7	13	5	2016.4	7	1.7317
8441	prognosis	0.234	-0.0269	7	53	111	63	2014.4444	7.0476	0.9954
8455	progressive familial intrahepatic cholestasis	-1.3398	-0.9591	9	3	6	9	2013.8889	6.8889	1.04
8462	proliferation	0.5538	0.398	4	14	31	17	2012.7059	11.9412	1.6002
8511	protocol	-0.9652	-0.1132	11	14	24	10	2014.6	10.9	1.6424
8529	psarp	0.9876	-0.6091	8	29	81	38	2014.5	5.2368	0.9485
8568	public health	-0.299	-0.6703	2	14	15	8	2016.75	3.125	0.7739
8589	pulmonary	0.1709	0.5925	17	53	220	123	2014.252	7.6504	1.1477
8645	pyeloplasty	-0.6828	0.3212	13	9	18	12	2014.5833	5.6667	0.7924
8653	pyloromyotomy	-0.4522	0.0235	1	49	84	55	2013.6909	6.7273	0.9673
8678	quality	-0.1871	-0.1729	2	92	238	128	2015.3438	6.9453	1.374
8696	questionnaire	-0.3395	-0.7726	14	7	8	6	2015.5	8.5	1.2454
8700	rabbit	0.3759	0.142	7	10	10	7	2013.7143	1.5714	0.4809
8704	race	-0.0624	-0.7251	2	8	9	6	2016.1667	8.8333	1.5011
8712	radiation	-0.3275	-0.1671	13	32	61	30	2014.7333	6.8	1.2921
8780	rat	0.5282	-0.0729	4	51	86	54	2013.1111	8.9259	1.0137
8797	reactive oxygen species	0.7063	-0.1971	4	5	7	5	2014.4	7.4	0.8779
8798	readmission	-0.8842	-0.3937	2	11	23	12	2015.6667	8.5833	1.3397
8816	reconstruction	-0.0167	-0.6988	8	17	20	13	2013.3846	4.3846	0.5939
8827	rectal biopsy	1.1254	-0.0898	12	10	32	16	2015.125	6	0.8331
8838	rectal prolapse	1.0411	-0.6795	8	11	26	21	2013.3333	4.7619	0.5625
8857	rectopexy	1.1041	-0.7446	8	4	16	9	2012.2222	7.1111	0.6631
8869	rectum	0.5512	0.1337	3	15	18	10	2012.2	4.7	0.4758
8872	recurrence	-0.1762	-0.2325	14	80	156	81	2014.284	10.037	1.424
8893	recurrent tracheoesophageal fistula	-0.6089	0.727	1	8	11	5	2014.4	11.4	1.9292
8911	redo surgery	0.1943	0.4736	12	29	43	18	2013.7778	9.3889	1.1643
8915	reduction	-0.6261	-0.6388	13	8	14	5	2015.6	8.4	1.5531
8927	reflux	-0.2289	0.9854	5	17	21	7	2013.7143	9	1.1874
8935	regenerative medicine	0.9786	0.5266	7	19	50	22	2013.8182	16.0455	2.5085
8942	regionalization	-0.4766	-0.7892	14	7	12	7	2014.5714	12.5714	1.712
8947	registry	0.068	-0.6526	2	11	13	7	2015.2857	5	0.8711
9012	repair	-0.8361	-0.2172	11	22	34	12	2015.25	10.5	1.785
9017	reperfusion injury	0.6914	-0.0655	4	7	15	9	2012.3333	11.1111	1.3309
9032	resection	0.3053	-0.2873	15	15	17	7	2012.5714	10.5714	1.1859
9053	resource utilization	-0.8956	-0.332	2	15	30	14	2014.8571	8.7857	1.3344
9058	respiratory distress	0.1732	0.5404	7	14	27	15	2013.1333	7.8	0.8415
9071	restorative proctocolectomy	0.1407	-0.5458	15	8	17	12	2013.0833	10.25	1.1853
9074	resuscitation	-0.5465	-0.0768	17	8	13	7	2015.4286	3.4286	0.6741
9077	ret	0.8893	-0.3684	16	5	12	12	2012.3333	13.5	1.3157
9090	retinoic acid	0.6532	0.7374	6	10	23	14	2012.9286	6.4286	1.3388
9135	review	-0.1255	-0.1659	1	67	104	53	2015.3585	10.717	1.7895
9143	rex shunt	-0.778	-0.4638	9	7	11	9	2012.4444	7.5556	0.6683
9154	rib	-1.0227	0.2892	1	8	11	6	2012.3333	7.6667	0.781
9186	risk factor	-0.0845	-0.0176	6	83	140	64	2014.75	9.8281	1.4499
9208	robotic surgery	-0.506	-0.0571	13	22	32	19	2012.7895	12.2105	1.3939
9222	rotavirus	0.1932	-0.1682	16	7	10	5	2011.8	8.6	0.8777
9274	sacrococcygeal teratoma	0.2047	-0.2851	2	32	47	30	2013.4333	7.4333	0.9112
9279	safety	-0.359	-0.3434	13	18	22	12	2013.6667	8.5	0.9277
9340	scintigraphy	-0.0506	1.1276	5	5	6	5	2014.2	16.8	1.3875
9343	sclerotherapy	0.0964	-0.0198	3	17	33	22	2013.7727	9.8182	1.2824
9345	scoliosis	-0.8807	0.2451	1	12	15	8	2014.625	4.125	0.7609
9354	screening	-0.1536	-0.5467	4	19	23	14	2015.4286	6.3571	1.286
9453	sensitivity	-0.1483	-0.7368	4	5	5	5	2014	9.8	1.0418
9464	sepsis	-0.1564	-0.366	2	18	25	14	2013.5	7.3571	0.9923
9534	shock	-0.5825	-0.7201	2	9	24	12	2015.25	5.9167	1.3549
9544	short gut	0.7071	0.5255	10	76	250	134	2014.2239	10.2537	1.2973
9590	silo	0.2682	-0.6636	14	9	21	11	2014.0909	7.7273	1.0372
9599	simulation	-0.5884	-0.0976	1	13	27	14	2015.0714	5.2143	0.6975
9609	single incision	-0.6958	0.1447	11	29	71	40	2013.05	18.05	1.7902
9728	small bowel	0.4388	0.122	10	41	53	40	2013.9	6.2	0.816
9740	small bowel transplantation	0.6832	0.1863	4	8	9	6	2011.1667	12.3333	1.0559
9760	smooth muscle	0.511	0.094	4	17	21	10	2011.3	3.8	0.4
9775	soave	1.4206	-0.226	12	16	38	15	2014.9333	6.4	1.3561
9828	sonography	-0.4504	-0.4193	13	11	18	8	2013.25	7.25	1.2386
9872	spigelian hernia	0.5903	-0.6516	4	5	8	5	2013.2	7.4	0.7894
9875	spina bifida	0.8581	0.0873	7	31	91	33	2014.6061	11.3333	1.4327
9902	spleen	-0.6064	-0.1728	2	42	77	52	2013.1538	9.8077	0.9988
9943	spontaneous intestinal perforation	0.3211	0.573	6	15	23	10	2016.1	3.8	0.6562
10016	stem cell	0.8287	0.3981	7	33	102	44	2014.3864	11.9091	1.6636
10024	stent	-0.4544	0.5064	5	12	13	9	2013.7778	5.3333	0.5123
10050	steroid	0.2045	-0.0779	11	16	20	12	2013.5833	8.4167	1.3969
10100	stricture	0.1608	0.2899	15	37	46	19	2013.1579	6.9474	0.8427
10123	subcutaneous	-0.8423	0.5541	1	11	11	5	2012	6.8	0.7227
10136	subglottic stenosis	-0.3614	0.6921	5	5	6	8	2013.75	4.75	0.5186
10294	surveillance	0.2855	-0.1701	16	13	13	6	2013.8333	14.5	1.5394
10296	survey	-0.3851	-0.6469	14	20	26	17	2014.5294	8.1176	1.2377
10298	survival	-0.2201	-0.2688	17	42	97	52	2014.2885	10.4231	1.9883
10316	sutureless	0.3878	-0.5342	14	8	9	6	2010.3333	10.3333	0.8809
10330	swenson	1.5356	-0.2369	12	6	15	6	2014.5	6.8333	0.9393
10370	sıls	-0.8969	0.3911	3	7	12	8	2013.5	10.625	1.2046
10373	sıpa	-0.6542	-0.8522	2	3	11	5	2018	2.4	1.3507
10420	technique	-0.7209	-0.034	9	26	32	17	2014.3529	5	0.6716
10433	telemedicine	-0.6328	-0.5325	13	6	6	8	2016.125	4.625	0.5846
10461	teratoma	0.1018	-0.2006	2	9	11	12	2013.25	5.5833	0.6372
10478	testicular cancer	0.3308	-0.7751	4	12	18	6	2015.6667	20.8333	3.0001
10499	testicular torsion	0.5341	-0.2204	4	16	19	15	2014	8.3333	1.0819
10507	testis	0.5888	-0.3682	4	27	52	34	2012.8235	9.0882	0.9901
10511	tethered cord	1.0906	-0.3141	7	9	17	10	2016	3.7	0.7227
10546	therapy	-0.7336	0.2777	11	5	5	6	2012.5	23.1667	2.0294
10599	thoracoscopy	-0.3716	0.5589	3	75	234	116	2014.1638	9.8103	1.3171
10601	thoracotomy	-0.6694	0.2684	17	27	57	26	2014.8077	7.8077	1.185
10602	thorax	-0.5312	0.5677	3	19	23	11	2013.3636	9.4545	1.2092
10620	thrombosis	-0.6134	-0.379	9	18	20	11	2013.6364	5.0909	0.7657
10628	thymus	-0.6834	0.5725	3	10	14	10	2013.8	7.5	0.9457
10634	thyroid	-0.1187	-0.6977	4	9	11	16	2014	8	0.9551
10659	timing	-0.9481	-0.2671	11	14	19	6	2016.8333	2.3333	1.0504
10669	tissue engineering	0.6988	0.4408	7	41	88	56	2014.0179	11.75	1.5148
10709	torsion	0.5746	-0.1223	4	12	21	14	2012.6429	10	1.0588
10752	trachea	-0.2753	0.7287	5	19	31	22	2013.8182	4.8182	0.7264
10785	tracheo-esophageal fistula	-0.3336	0.581	5	58	188	94	2014.4149	6.9255	1.0963
10806	tracheomalacia	-0.5214	0.7612	5	23	56	30	2014.7667	6.4333	1.2391
10809	tracheostomy	-0.283	0.5146	3	11	12	9	2013.7778	11.6667	1.4899
10818	training	-0.6793	-0.2087	1	11	22	21	2015.619	5.619	0.722
10841	transanal endorectal pull-through	1.3612	-0.1745	12	21	64	27	2013.963	8.8148	1.2617
10871	transfer	-0.2203	-0.7188	2	9	10	5	2015.2	3.6	0.4592
10878	transfusion	-0.6618	-0.4	17	11	14	8	2016.125	3.25	0.6257
10912	transplantation	0.3272	0.1132	7	22	24	11	2012.8182	9.7273	1.1736
10943	trauma	-0.4328	-0.5056	2	90	252	248	2014.7823	7.0363	1.0127
11094	twins	0.5049	-0.3779	16	12	12	6	2014.1667	2.6667	0.5499
11131	ulcerative colitis	0.0983	-0.4534	15	25	56	35	2014.2	7.3143	1.337
11138	ultrasonography	-0.2769	-0.0957	13	90	179	105	2014.2667	7.5238	1.1026
11154	umbilical cord	0.4952	-0.4849	14	8	10	5	2012	2.4	0.2184
11164	umbilical hernia	-0.2116	-0.8217	14	8	10	8	2015.875	4.375	0.738
11199	upjo	-0.6329	0.3032	13	12	23	12	2013.4167	7.75	0.8977
11221	urachus	-0.2453	-0.1185	3	6	8	5	2014.8	2.2	0.3174
11224	ureter	-0.367	-0.0364	13	11	17	11	2013.4545	2.4545	0.3605
11241	ureterocele	-0.3332	-0.0186	13	7	8	5	2015.8	1.6	0.7016
11245	ureteroscopy	-0.4517	-0.2508	13	5	5	6	2011.8333	14.6667	1.4979
11251	urethra	0.1893	-0.9145	8	13	36	14	2013.1429	6.6429	0.7303
11271	urethrocutaneous fistula	0.272	-0.605	14	3	3	5	2014	2.4	0.3719
11272	urethroplasty	0.3808	-0.971	8	10	23	15	2013.6	5.3333	0.5613
11299	urinary tract infection	-0.2319	-0.0497	13	16	34	17	2014.4118	5.2353	0.8113
11310	urodynamics	0.5159	-0.0097	7	9	9	7	2014.4286	4.4286	0.5654
11316	urogenital sinus	0.555	-0.9868	8	10	16	7	2017	5.1429	1.0115
11328	urology	0.0047	-0.5825	8	41	59	30	2014.7667	5.1333	0.804
11354	vacterl	0.2997	0.3798	1	13	18	8	2013.875	7.5	1.1318
11359	vacuum bell	-1.2143	0.1092	1	5	9	5	2016.8	6.2	1.6271
11364	vaginal agenesis	0.9597	-1.0641	8	6	12	7	2011.8571	10.5714	0.9921
11366	vaginal atresia	0.8942	-1.0645	8	9	14	6	2014.6667	4.1667	0.7667
11378	vaginoplasty	0.7102	-0.9042	8	11	18	7	2013.7143	3	0.357
11390	value	-0.8184	-0.8487	2	8	17	6	2015.8333	12.1667	1.9543
11403	variability	-0.0296	-0.6397	2	11	12	6	2014.6667	10	1.2759
11415	varicocele	-0.147	-0.6091	4	13	25	18	2013.3333	7.4444	0.7918
11418	vascular	-0.0959	0.1406	11	47	74	50	2013.92	8.28	1.1183
11458	vats	-0.7885	0.5984	3	15	27	19	2013.2632	10.2632	1.3001
11464	vegf	0.0608	0.4884	17	5	6	6	2011.5	4.6667	0.5031
11491	ventilation	-0.1758	0.3986	17	12	13	5	2013	7.4	1.1351
11517	very low birth weight	0.0035	0.8073	6	11	12	5	2015.2	6.2	1.1004
11592	volvulus	0.4311	0.5753	10	27	55	25	2014.28	4.84	0.6921
11599	vur	-0.2565	0.0476	13	18	42	37	2013.2703	5.3784	0.7098
11695	wound	-0.3109	0.2199	6	24	40	21	2014.2857	7.3333	1.1188
11760	ıdiopathic constipation	1.145	0.4034	12	7	9	6	2015.3333	3.1667	1.2905
11769	ıfald	0.9232	0.3514	10	7	11	6	2016.6667	4.3333	1.3685
11813	ıleostomy	0.321	-0.0421	15	21	22	11	2014.4545	6.9091	0.8503
11816	ıleum	0.1556	0.405	11	9	9	5	2011.4	8.4	0.7665
11829	ımaging	-0.1465	0.016	7	14	16	12	2013.75	4.6667	0.631
11853	ımmunohistochemistry	0.8046	0.0128	12	28	36	18	2012.5556	6.2778	0.6714
11865	ımperforate anus	0.761	-0.4843	8	45	113	56	2013.4464	8.3929	0.9954
11887	ıncarceration	-0.4784	-0.9031	2	7	12	6	2010.5	11.1667	1.0471
11890	ıncidence	0.4007	-0.2775	7	20	31	17	2015.4706	11.0588	1.4854
11907	ıncontinence	1.1987	-0.1091	12	21	41	13	2012	11.3077	1.103
11912	ındications	-0.44	0.3142	3	8	12	5	2011.4	14.4	1.516
11916	ındirect inguinal hernia	-1.1895	-0.788	18	1	1	5	2012.6	3.8	0.4092
11931	ınfant	-0.1906	-0.0862	8	94	151	81	2012.9259	7.2963	0.9244
11942	ınfantile hemangioma	-0.0294	0.2349	11	8	9	9	2013.5556	22.6667	2.5662
11947	ınfantile hypertrophic pyloric stenosis	-0.1119	-0.1184	1	16	20	11	2014.1818	5.6364	0.6449
11954	ınfants	-0.2069	0.295	5	36	54	35	2013.9714	7.4857	0.8585
11960	ınfection	-0.198	-0.0294	3	33	44	23	2014.0435	8.3913	0.9387
11972	ınfertility	0.4102	-0.4542	4	9	9	6	2013.1667	8.8333	0.8111
11974	ınflammation	0.2331	0.5866	6	20	27	18	2014.1667	8.1667	1.0897
11976	ınflammatory bowel disease	0.2395	-0.2654	15	32	58	28	2014.8571	6.8214	1.3789
11979	ınflammatory myofibroblastic tumor	-0.0729	0.4737	3	9	9	8	2012.25	11.375	1.219
11981	ınflammatory response	0.492	0.5319	11	6	7	5	2014.6	7.2	0.9726
11995	ınguinal hernia	-0.271	-0.6028	2	44	115	67	2013.8358	8.194	1.2637
11997	ınguinal hernia repair	-0.5264	0.091	3	14	21	11	2014.7273	13.0909	1.7273
12018	ınjury	-0.5009	-0.727	2	24	51	26	2015.6538	5.0769	0.9104
12021	ınjury prevention	0.6546	-1.0919	8	2	3	9	2014.3333	8.5556	1.0073
12030	ınnovation	-0.8521	-0.0175	1	6	8	5	2014.2	5.6	0.72
12082	ınternal anal sphincter	1.1194	-0.026	12	9	13	6	2013.6667	7	0.8943
12087	ınternal hernia	0.5558	0.7226	10	3	3	5	2010.2	3.6	0.2989
12100	ınternet	-0.2162	-0.8872	14	5	5	8	2013	6.125	0.6997
12104	ıntersex	0.3845	-0.9348	8	8	8	5	2013	7.4	0.7145
12106	ınterstitial cells of cajal	1.4284	0.0544	12	9	15	11	2013.4545	6	0.6889
12109	ınterval appendectomy	-1.0178	-0.344	1	5	8	7	2013.8571	12.1429	1.6283
12113	ınterventional radiology	-0.517	-0.5153	9	11	11	6	2011.5	5.1667	0.5377
12119	ıntestinal adaptation	0.7608	0.7864	11	10	30	16	2013.875	7.75	0.8744
12125	ıntestinal atresia	0.5541	-0.0202	10	27	40	24	2012.625	5.75	0.726
12144	ıntestinal failure	0.7078	0.6022	10	37	125	63	2014.4921	13.2698	1.8225
12147	ıntestinal failure associated liver disease	0.875	0.4095	10	9	13	5	2017	8.2	1.5374
12165	ıntestinal lengthening	0.6133	0.6442	10	5	13	7	2012.8571	20.4286	2.286
12167	ıntestinal malrotation	0.3456	0.3485	10	14	18	9	2015.5556	4.8889	0.5988
12174	ıntestinal neuronal dysplasia	1.1672	-0.1518	12	9	13	6	2011.8333	10.1667	1.0891
12175	ıntestinal obstruction	0.5434	0.4638	10	20	26	16	2011.9375	4.25	0.4607
12178	ıntestinal perforation	0.1429	0.3356	5	17	24	15	2013.4	4.6	0.7781
12182	ıntestinal rehabilitation	0.786	0.6184	10	8	18	7	2014.4286	21.2857	2.1546
12198	ıntestinal transplantation	0.7704	0.4703	10	10	15	10	2012.9	5.3	0.6171
12206	ıntestine	0.587	0.2453	4	26	60	30	2014.1	8.1	1.0521
12217	ıntra-abdominal testis	0.5327	-1.1162	4	4	6	5	2014.2	5	1.1381
12315	ıntussusception	-0.372	-0.4584	13	41	72	52	2013.6154	8.2115	1.2735
12340	ıschemia	0.4302	0.6654	6	16	25	11	2015.1818	4.1818	1.2847
12343	ıschemia-reperfusion	0.6108	-0.1343	4	15	33	16	2013.375	12.4375	1.3469
12345	ıschemia-reperfusion injury	0.6841	0.0774	4	8	9	6	2011.1667	17.6667	1.7916
